10000 30000
6367 6431 14
6367 6544 10
6367 9229 14
6368 9381 6
6369 8015 18
6369 6990 11
6370 8222 2
6370 8978 13
6370 8164 19
6371 9195 13
6371 9366 15
6371 6822 5
6373 7155 1
6374 8871 13
6374 7779 9
6374 6793 15
6375 9284 10
6375 7746 1
6375 9344 11
6375 9879 12
6376 7048 1
6376 9445 8
6377 7084 16
6377 8453 11
6377 8706 1
6378 9044 4
6378 6400 14
6378 7630 1
6379 9479 11
6380 9244 12
6381 9569 16
6381 9915 2
6381 9613 9
6382 7364 16
6382 9500 17
6383 6656 15
6384 7722 3
6384 8607 5
6385 6622 8
6385 7008 16
6386 8548 6
6387 8120 18
6388 7091 16
6388 8256 8
6388 9409 12
6389 9468 16
6390 7775 13
6390 9874 17
6391 7994 12
6391 9655 14
6393 9215 9
6394 9344 5
6394 9845 20
6395 6829 14
6395 7031 12
6395 7756 7
6396 7649 20
6396 9904 19
6396 7863 19
6397 7702 2
6397 7333 20
6397 6853 11
6398 7214 10
6398 7556 16
6398 9909 3
6399 8602 16
6399 7812 15
6399 8689 9
6401 8697 4
6401 9585 14
6401 6874 17
6402 9860 14
6402 7369 16
6402 8488 10
6402 6670 9
6403 9553 17
6404 9402 19
6404 6784 20
6404 6923 13
6404 6480 4
6405 7141 11
6405 8644 4
6406 8941 14
6406 9652 1
6406 9689 1
6406 6606 18
6406 6625 1
6407 7382 9
6407 8344 10
6407 7623 7
6407 7823 12
6408 7554 18
6408 9636 8
6409 8574 11
6409 8538 4
6410 7737 1
6410 7611 2
6410 8537 14
6411 6945 16
6411 9128 2
6411 8700 15
6412 6737 14
6412 6838 1
6413 6980 8
6413 7659 9
6413 7178 12
6414 7069 8
6414 7471 1
6415 9385 2
6416 7935 15
6416 9746 7
6416 7113 9
6417 8812 3
6417 6756 12
6418 9928 5
6419 7987 16
6419 9594 9
6419 8385 5
6420 7965 3
6421 6987 5
6421 6437 18
6421 6654 4
6422 8345 8
6422 9322 7
6423 7122 2
6423 8626 20
6424 9479 10
6424 7060 8
6425 8031 17
6425 8724 2
6425 7871 4
6425 9735 18
6426 7242 2
6426 7040 18
6427 7128 16
6427 6801 12
6428 7254 7
6430 7225 15
6430 7216 10
6430 8523 4
6431 9201 6
6431 8914 14
6432 8040 1
6432 7275 1
6433 9330 6
6433 7677 14
6433 9051 15
6435 8011 9
6435 7667 11
6435 8003 17
6437 7011 13
6438 7586 3
6439 8802 17
6439 6460 19
6440 9022 9
6441 8578 5
6441 7347 1
6442 8281 13
6442 6568 5
6442 6906 10
6443 6843 18
6443 9965 18
6443 7856 15
6444 8792 17
6444 6593 5
6445 9688 1
6447 6834 6
6447 8746 18
6447 8340 5
6447 7902 12
6448 8166 7
6448 7295 14
6449 8143 12
6449 7167 11
6449 9157 5
6450 8390 5
6450 9752 1
6451 8978 11
6451 9110 7
6451 6911 18
6451 8594 10
6451 7335 17
6452 8750 2
6452 8084 8
6453 6840 1
6456 9775 6
6456 7075 12
6456 7875 4
6456 9652 12
6456 6985 15
6458 8951 4
6458 8745 13
6459 9669 3
6460 7852 20
6462 8385 11
6463 8433 10
6464 6898 14
6464 9148 15
6465 6812 5
6465 9356 7
6465 7853 20
6465 8866 1
6466 6972 10
6466 7412 10
6467 9190 4
6467 6832 18
6468 8502 12
6468 8598 2
6468 7539 15
6468 6869 3
6469 7891 3
6469 9389 7
6470 8751 17
6471 8128 7
6471 8570 12
6471 8027 3
6471 8141 9
6472 7010 14
6472 7570 8
6473 7414 12
6473 6513 10
6473 7696 15
6473 6705 13
6473 6653 12
6474 9328 18
6475 9819 9
6475 8447 18
6475 9406 18
6476 7993 11
6476 6501 10
6476 7155 15
6477 7711 14
6478 9382 6
6479 9918 1
6479 8067 14
6479 9395 19
6480 8776 8
6480 7312 10
6481 8812 17
6481 8028 13
6482 7517 16
6482 8699 7
6482 7732 15
6484 6765 1
6484 7151 6
6484 7260 4
6485 9531 20
6485 8408 16
6486 7658 13
6486 9320 4
6486 9956 16
6487 6821 9
6487 8961 7
6487 9344 5
6488 9321 14
6488 8912 10
6488 7810 3
6488 7714 16
6489 7883 6
6491 8752 6
6492 8264 12
6492 8170 12
6493 7001 4
6493 9640 10
6493 7217 12
6493 7936 18
6493 7058 17
6494 6808 11
6494 9999 1
6495 8426 4
6495 8386 18
6495 8514 6
6496 7940 19
6497 7415 19
6497 8390 19
6497 8875 1
6498 8005 20
6499 9758 3
6499 6557 1
6499 7746 4
6500 8714 2
6500 9457 6
6501 6701 13
6502 8918 8
6502 6507 19
6502 6786 2
6502 9678 1
6503 8275 4
6503 7096 20
6503 8227 19
6504 8116 1
6504 8584 15
6504 9271 8
6504 7204 19
6505 7331 9
6505 9293 18
6506 9576 18
6506 7692 8
6506 8926 10
6506 9776 1
6507 8492 7
6508 6998 20
6508 7512 2
6509 7908 14
6509 7820 1
6509 8948 15
6510 9115 16
6510 7162 3
6511 9131 18
6511 9836 15
6512 7715 6
6512 7594 20
6512 9707 16
6512 8859 2
6513 9257 7
6513 7973 9
6514 6694 11
6515 9603 2
6515 7554 12
6516 8756 18
6516 8108 17
6516 8466 6
6517 9930 2
6517 8892 6
6517 8040 9
6517 6965 9
6518 9952 13
6518 9577 19
6518 8708 10
6518 7222 7
6518 8466 20
6518 9825 16
6519 8216 10
6519 9303 6
6519 8763 5
6520 8195 11
6520 6656 16
6521 8837 16
6522 8748 19
6522 7843 17
6522 7075 8
6523 7842 1
6523 8195 10
6523 9816 5
6523 9519 4
6523 7182 9
6523 6831 11
6523 6654 7
6524 8444 17
6524 8476 6
6524 8204 7
6524 8279 8
6526 7707 6
6526 7081 3
6526 8588 7
6527 7735 2
6527 6583 3
6528 7846 19
6528 9209 7
6529 8221 18
6529 8552 13
6530 8564 17
6530 7847 6
6531 9906 5
6531 8871 13
6531 7361 15
6531 9527 6
6532 6815 8
6532 8012 11
6533 7602 14
6534 9425 4
6535 7641 3
6535 8559 20
6536 7563 10
6536 8956 7
6537 7133 14
6538 9763 4
6538 9692 10
6538 9248 16
6539 7391 11
6539 8634 13
6539 8992 5
6540 8980 19
6541 9341 15
6541 7640 18
6541 8746 18
6542 7759 5
6542 9087 8
6542 9000 12
6543 6850 11
6543 7350 7
6543 7362 3
6543 8595 18
6544 9691 9
6545 7374 10
6545 7641 10
6547 8099 13
6547 9227 20
6547 9428 2
6547 7877 10
6547 8026 17
6548 8346 17
6548 7964 7
6548 7841 11
6548 9982 13
6549 8201 7
6549 8241 10
6549 8009 16
6549 9840 4
6550 9323 14
6550 7822 18
6550 6735 17
6551 6869 2
6551 9331 4
6552 9794 16
6553 7159 15
6553 7600 3
6554 7472 2
6554 6735 18
6555 8759 14
6556 7999 20
6556 8649 13
6557 6566 12
6557 7962 9
6557 9625 2
6557 9122 13
6557 7973 12
6558 7044 1
6558 7267 2
6559 9890 5
6559 8428 7
6559 9591 12
6559 8152 13
6560 8584 10
6560 9714 3
6560 9273 10
6561 9012 2
6561 9558 16
6561 6857 15
6562 8931 4
6562 7395 9
6563 9675 5
6564 9153 3
6564 8053 1
6565 8056 11
6565 9716 10
6565 6922 8
6565 7564 11
6566 9539 3
6566 9675 7
6567 9948 15
6567 9152 4
6567 8592 17
6568 8986 8
6568 7593 9
6568 6591 19
6568 7306 16
6568 6941 19
6568 6571 19
6569 9522 5
6569 9823 5
6570 7027 20
6570 9074 4
6571 9012 2
6571 6848 18
6571 6815 2
6573 9828 15
6574 9178 15
6575 8308 18
6576 8193 12
6576 7430 17
6576 7579 11
6577 9416 20
6577 8183 20
6577 8133 3
6577 8930 20
6577 8126 6
6577 9007 17
6578 7534 19
6578 8059 5
6578 9853 4
6579 9010 15
6580 6984 14
6580 8912 19
6581 6921 14
6582 9506 2
6582 6985 8
6583 6953 18
6583 7293 8
6583 8443 9
6583 8798 16
6583 7600 17
6583 9904 14
6584 9421 5
6584 6912 14
6585 8866 9
6586 9070 14
6586 7513 3
6586 9240 13
6587 9083 4
6588 8189 11
6589 8846 2
6590 6939 3
6590 9528 18
6591 7441 14
6591 6715 1
6592 7814 11
6593 6697 1
6593 7231 8
6593 7522 11
6593 6627 2
6594 8885 20
6595 6763 1
6596 7458 16
6596 9784 18
6597 7812 13
6597 8134 3
6597 9058 4
6598 8622 9
6599 7023 1
6599 9702 15
6599 8652 14
6600 9795 15
6600 7502 1
6600 9693 8
6601 7733 10
6602 6796 15
6602 8334 1
6602 7403 2
6604 6985 17
6605 6821 5
6606 7596 13
6606 6744 7
6606 9759 16
6606 9681 10
6606 8059 14
6607 7218 10
6607 8324 13
6607 6698 5
6607 8076 5
6607 8700 12
6608 8808 2
6608 9738 15
6609 7035 9
6609 8798 15
6610 8384 14
6610 8648 6
6611 9404 3
6611 7581 19
6611 9264 18
6613 7455 19
6613 9362 8
6614 6698 18
6614 7495 7
6614 7510 11
6614 7151 19
6615 7543 8
6617 8602 1
6617 8055 3
6617 9778 13
6618 9419 17
6618 9398 9
6619 7727 19
6619 8471 15
6619 8719 2
6620 9944 15
6620 8901 3
6621 9455 19
6621 7214 19
6622 8362 5
6622 7043 12
6622 7082 16
6623 7129 11
6624 9529 4
6624 6925 4
6625 7408 15
6626 6843 3
6626 7391 9
6626 9882 10
6626 7076 1
6626 9912 7
6627 9679 10
6628 8051 6
6628 7925 18
6628 7716 15
6628 8971 11
6629 9797 13
6629 8855 15
6629 9514 7
6631 7126 4
6632 9517 4
6632 8585 2
6632 9044 4
6633 7705 15
6633 7832 13
6634 9329 13
6635 9010 1
6636 8782 6
6636 9413 15
6637 9484 20
6637 7539 3
6638 9461 5
6638 6985 14
6639 8027 3
6641 8593 12
6641 8059 9
6642 8233 2
6642 8464 20
6642 9602 17
6642 7819 12
6643 9916 13
6644 9678 20
6646 9456 3
6646 8385 1
6646 8183 8
6646 9746 19
6647 9501 7
6647 9357 10
6648 6899 18
6648 8559 4
6649 8460 2
6649 8467 2
6649 6702 8
6650 7137 7
6651 7436 10
6651 7357 11
6651 7255 7
6652 7520 19
6652 7901 7
6653 7727 4
6654 9350 16
6655 7440 10
6655 7895 5
6655 9812 5
6656 9635 3
6656 6776 14
6656 9256 12
6656 8329 19
6657 9191 17
6657 8515 4
6657 6658 3
6657 7007 12
6658 7956 16
6658 8004 19
6660 9809 3
6660 8348 7
6660 8671 13
6660 8976 15
6663 7698 17
6664 7306 20
6664 7080 11
6664 7257 8
6666 8841 15
6668 7991 20
6668 7257 5
6669 9844 18
6669 8934 2
6670 8322 13
6670 9251 8
6670 8807 20
6670 9092 13
6671 7937 18
6671 9852 5
6671 6955 9
6671 8203 17
6671 8024 3
6671 7567 16
6671 7746 6
6672 9924 20
6672 7523 16
6673 8601 4
6673 9996 7
6676 7924 3
6678 7728 3
6678 8327 11
6678 9131 17
6678 8246 6
6679 6935 11
6680 8666 2
6680 9511 18
6680 9446 10
6681 8884 7
6681 9775 9
6681 8845 6
6681 8267 3
6682 8035 4
6683 9991 6
6683 7998 4
6684 8127 18
6685 8395 6
6685 9310 18
6685 8013 17
6686 7524 6
6687 7772 19
6687 9838 4
6687 7302 9
6688 6821 12
6688 8981 10
6689 7675 15
6690 8374 2
6691 6987 11
6691 9501 10
6691 7118 8
6692 7349 7
6692 8487 6
6692 7122 3
6693 7381 5
6693 9447 11
6697 7240 19
6697 7281 12
6697 9529 10
6697 9031 7
6698 7769 5
6698 7004 9
6698 8790 10
6699 7354 7
6699 9152 20
6699 9970 6
6703 8056 6
6703 9625 2
6703 6747 15
6704 8950 17
6704 9178 4
6704 9552 1
6705 9078 11
6706 6773 1
6706 7894 18
6707 7213 19
6707 8872 18
6707 9617 20
6708 9419 9
6709 8113 2
6709 9092 18
6710 8553 3
6712 8721 13
6713 7617 15
6713 7284 6
6713 8976 8
6713 6941 7
6714 9615 13
6714 8761 19
6715 8352 8
6716 7291 12
6716 8487 4
6716 7997 2
6717 9104 15
6719 7434 7
6719 7388 17
6719 7644 12
6720 9065 3
6720 8921 11
6721 7133 7
6721 7557 10
6721 8647 7
6721 6946 12
6722 9732 14
6722 7788 16
6723 6783 19
6723 7535 10
6724 8617 3
6725 9974 12
6726 8622 10
6729 7688 1
6729 6935 20
6729 9775 10
6730 8612 14
6730 9844 4
6731 8948 15
6731 7966 9
6731 8564 12
6731 8290 11
6732 8667 14
6732 6796 7
6733 7570 16
6733 9778 18
6733 6817 2
6733 9231 4
6734 6948 17
6734 7178 16
6735 6939 4
6735 8586 11
6736 9051 3
6736 9073 8
6736 7350 1
6737 8200 1
6737 7395 13
6738 7220 7
6738 9057 10
6739 7196 2
6742 7703 19
6742 9475 14
6742 7292 4
6743 9560 6
6745 7248 19
6745 8548 19
6745 9481 6
6745 9022 13
6746 9426 5
6746 8720 8
6748 7018 13
6748 9260 4
6749 8914 18
6750 8173 4
6750 9847 12
6750 7750 15
6750 9548 19
6751 9272 15
6751 6974 15
6753 7418 14
6754 9855 10
6754 7057 5
6755 9899 7
6756 9902 15
6756 7652 17
6757 8029 17
6757 9589 11
6758 7347 2
6759 9074 15
6759 8763 19
6759 9823 1
6759 7998 10
6761 9214 15
6762 9279 12
6763 8242 12
6764 9504 6
6764 8018 7
6764 9726 1
6765 8125 8
6765 7718 7
6766 7268 11
6766 8816 1
6767 8785 4
6767 7915 6
6767 8283 8
6767 7314 6
6768 8656 19
6769 9106 1
6769 8289 2
6769 7673 4
6769 9723 4
6769 7954 6
6770 9045 9
6770 7517 20
6770 9747 8
6770 8627 9
6771 7320 4
6771 9479 12
6771 9539 17
6771 8819 5
6772 9036 5
6772 7136 3
6775 7580 6
6775 7707 3
6775 9520 12
6776 7198 3
6776 8779 4
6776 8338 2
6777 6813 18
6777 9846 18
6777 8432 1
6777 8137 20
6778 8679 18
6779 8635 19
6779 8372 11
6779 6962 2
6780 6807 13
6780 8662 14
6780 8796 12
6781 7216 20
6781 8572 8
6781 8707 11
6782 8871 13
6782 7577 4
6782 9858 9
6782 7120 2
6783 9105 1
6783 9302 18
6783 8649 4
6783 9558 10
6784 7657 12
6784 9823 5
6785 7242 18
6785 9337 13
6785 9950 1
6786 6944 13
6786 7752 18
6786 7809 19
6787 7039 5
6787 7634 3
6788 8990 16
6789 7277 10
6789 7700 9
6789 8840 16
6790 9431 1
6791 7191 16
6792 6818 9
6792 9169 20
6792 7399 11
6792 8893 6
6792 8243 5
6793 9015 10
6793 9384 20
6793 6795 20
6794 9382 9
6796 9244 20
6797 7074 18
6797 6874 19
6798 9011 15
6798 9089 13
6798 8536 8
6799 6922 19
6800 8793 4
6800 8385 13
6802 9144 1
6803 8199 2
6804 8801 15
6804 8585 13
6805 8265 19
6805 7070 10
6805 9808 3
6806 8409 14
6806 8209 11
6806 7885 18
6806 9928 15
6807 8297 1
6808 9446 3
6808 7809 12
6808 7436 5
6809 7933 20
6809 7272 12
6809 7249 2
6809 8379 14
6809 9395 8
6810 8121 11
6810 9493 10
6810 9390 4
6810 9686 14
6811 7465 15
6811 8451 17
6812 8274 11
6812 8936 8
6813 8998 1
6813 7471 9
6813 6822 10
6813 9814 11
6813 8979 13
6814 8897 15
6814 9142 12
6814 9057 19
6815 8089 17
6815 8959 3
6815 7941 18
6816 9325 13
6816 7747 8
6818 9143 5
6818 7052 10
6818 9357 7
6819 7798 7
6819 9767 11
6820 7437 1
6822 9293 18
6823 9325 12
6823 7202 3
6824 9563 4
6824 9130 5
6824 7157 15
6825 9373 9
6825 7022 17
6828 9911 4
6828 7279 13
6828 8954 5
6829 8600 14
6830 7601 20
6830 7121 17
6830 7786 12
6831 7151 6
6831 9303 1
6832 6835 11
6832 7517 14
6833 9949 14
6834 8778 1
6834 6958 11
6834 8908 19
6834 7160 19
6836 7774 19
6837 7544 7
6838 8248 5
6839 8747 3
6839 7876 19
6839 8661 15
6840 9920 9
6841 9488 13
6841 7796 12
6841 7717 13
6841 9334 7
6842 9635 17
6842 9386 5
6843 7490 12
6843 9560 14
6844 7546 20
6846 7328 2
6846 7363 6
6847 7887 17
6847 8284 15
6848 9165 13
6849 8830 3
6849 7715 20
6850 6852 15
6851 7209 14
6852 9771 18
6852 9972 3
6852 9177 8
6852 9477 17
6852 8616 19
6853 8907 4
6854 8114 1
6854 7498 5
6855 8789 2
6855 8549 18
6855 9637 16
6855 9060 10
6856 7132 2
6856 6989 6
6856 9211 18
6857 7366 19
6857 9683 19
6858 8773 8
6859 8641 14
6859 9000 11
6860 7671 1
6860 9185 2
6861 8648 8
6861 6984 3
6862 7355 20
6862 8789 1
6862 9685 18
6864 8581 11
6864 9495 15
6864 7205 18
6865 8818 18
6866 9622 6
6867 6974 11
6868 9562 17
6868 7330 9
6868 9133 5
6869 7897 6
6869 9888 1
6870 9058 17
6870 7671 13
6872 9170 12
6872 7706 5
6874 9108 2
6875 7179 15
6876 8597 16
6876 9074 10
6876 8982 17
6876 7769 13
6877 9612 2
6877 7052 6
6878 7432 12
6878 7489 14
6878 7935 8
6879 9135 16
6879 7428 17
6881 7873 3
6881 9759 3
6881 8034 13
6881 7736 19
6882 8031 2
6882 8723 20
6882 9016 15
6883 7272 5
6884 8947 15
6884 9505 8
6885 7429 6
6885 9347 17
6885 9589 12
6885 8193 12
6886 9920 16
6887 8924 15
6888 9762 19
6888 8100 16
6888 9110 9
6889 7643 18
6889 9297 9
6889 7913 1
6889 9513 17
6889 7505 12
6891 8170 6
6891 9529 6
6892 8553 17
6892 8682 14
6892 9042 3
6892 8741 20
6893 9632 17
6893 9384 5
6893 7293 15
6893 8041 5
6893 7012 14
6893 9672 1
6894 9594 13
6894 7611 11
6895 9312 16
6895 9865 14
6895 8313 17
6895 8403 6
6897 8619 20
6897 6977 20
6897 7999 14
6897 8343 16
6897 8086 5
6897 7823 17
6897 7485 6
6897 7480 10
6897 8172 4
6898 9035 20
6898 8274 15
6898 7916 17
6899 9364 13
6901 7807 17
6901 7961 2
6901 7864 9
6902 8416 6
6902 8208 17
6903 9564 18
6903 9167 16
6904 7790 17
6906 8185 20
6908 7085 6
6908 9655 11
6909 9403 19
6910 7916 17
6911 9365 13
6911 8633 15
6911 9740 5
6911 9147 10
6912 7765 4
6912 6945 20
6913 9639 12
6913 9913 10
6914 6984 4
6914 7968 12
6917 8944 16
6918 9130 3
6918 7077 16
6918 9816 14
6919 8765 6
6920 8276 13
6920 7945 19
6921 7551 13
6921 7756 15
6922 9354 6
6923 7464 18
6924 8292 19
6925 7231 5
6925 8118 12
6925 8375 16
6926 8278 14
6927 8132 12
6927 7599 11
6928 8747 11
6928 7395 3
6928 7335 9
6929 9587 14
6930 9704 12
6931 9670 20
6931 8058 19
6932 9938 17
6932 8736 8
6932 8474 3
6933 8613 9
6933 8143 7
6933 8087 2
6933 8199 20
6934 6993 20
6934 7000 12
6934 9423 8
6934 7606 6
6934 9608 4
6935 9585 18
6936 7171 19
6937 8331 8
6937 8172 4
6937 9829 12
6937 7238 8
6938 9828 2
6938 9518 11
6938 7800 17
6938 8029 13
6939 9251 12
6939 8302 9
6940 7443 18
6940 8786 7
6940 8920 8
6940 7208 17
6942 8806 18
6942 9770 2
6942 7276 14
6943 7780 16
6943 8458 4
6943 7307 20
6944 7885 4
6944 9381 16
6944 8490 10
6944 7164 6
6945 8171 12
6945 9355 3
6945 7225 17
6945 9460 14
6946 8875 20
6946 9604 15
6946 9146 11
6947 7259 14
6948 8715 13
6948 8346 16
6948 7796 4
6948 9356 15
6949 7296 12
6949 8656 5
6949 7159 10
6949 8544 2
6950 9590 20
6950 7078 15
6951 8476 12
6951 9021 17
6951 8383 13
6951 8073 4
6952 7847 8
6952 9440 19
6952 9826 8
6953 8077 9
6953 7650 16
6954 9197 9
6954 9588 19
6955 7266 12
6956 9780 2
6956 9013 2
6956 9875 10
6956 8115 10
6959 9905 3
6960 7837 18
6960 9479 12
6960 8460 2
6961 8366 1
6961 7619 14
6962 8813 2
6963 9308 7
6964 7351 1
6964 8452 16
6964 7086 20
6965 8394 17
6965 7082 10
6965 9158 8
6966 7240 13
6966 9179 8
6967 7864 9
6967 8231 17
6967 6981 13
6968 9228 3
6968 7008 11
6968 7661 14
6968 7366 11
6969 7728 18
6969 8189 17
6970 8132 16
6970 7462 20
6970 7785 7
6971 9017 10
6972 9606 1
6972 7103 9
6973 8799 18
6973 7285 13
6973 8880 20
6974 9902 8
6974 8701 18
6974 8645 9
6974 9374 3
6976 8755 7
6976 9468 16
6977 8887 1
6978 9584 15
6978 7036 17
6978 9940 16
6978 8200 1
6979 8089 8
6980 7851 7
6980 8072 2
6981 9873 3
6981 7391 9
6982 9575 3
6982 9679 4
6982 9733 17
6983 7329 5
6985 9172 13
6985 8394 2
6985 9479 14
6985 9724 2
6986 7928 13
6986 8534 17
6987 9357 6
6987 8999 3
6988 9547 16
6989 7937 20
6989 8085 15
6990 8326 14
6991 8976 9
6991 8010 13
6992 8979 16
6992 9787 1
6993 9003 11
6994 8962 16
6994 9327 10
6994 9467 6
6995 8635 1
6995 7064 12
6997 7715 2
6997 7805 2
6998 7959 18
6999 9107 2
6999 8521 1
7002 9885 2
7003 9467 3
7003 8873 17
7003 7735 5
7004 7190 14
7004 7564 1
7004 7965 13
7005 7192 6
7006 7556 2
7007 9189 4
7007 8442 4
7007 8570 20
7008 8529 20
7008 8167 1
7009 8036 13
7009 9510 18
7009 8329 18
7010 8174 16
7010 8248 1
7010 7916 20
7010 7101 2
7011 9109 19
7012 7562 2
7014 9132 10
7014 9971 6
7014 9217 8
7015 9998 5
7015 7837 14
7015 8081 14
7015 8787 8
7016 8774 9
7017 9534 12
7018 7517 13
7018 7271 10
7019 9560 11
7019 7964 2
7020 9358 9
7020 9715 2
7020 7182 16
7021 8071 19
7021 8714 10
7021 7947 5
7021 8173 12
7021 8653 20
7022 8691 5
7022 7667 5
7022 8730 1
7023 7133 6
7023 9871 3
7024 9688 8
7024 8745 20
7024 9488 11
7024 8371 5
7025 9642 1
7025 9218 16
7026 8404 14
7028 8680 9
7028 8962 8
7029 7821 11
7029 7362 19
7030 9190 7
7030 9467 5
7030 8994 12
7031 8195 14
7031 8763 4
7032 9227 17
7032 8882 7
7032 8219 16
7033 9394 2
7033 7336 4
7034 9096 11
7035 8155 15
7035 7045 16
7035 7158 10
7036 9902 10
7037 9702 3
7037 7326 14
7038 9235 14
7038 7309 5
7039 9782 4
7040 7104 10
7043 9875 11
7043 8029 19
7044 9977 17
7045 9374 10
7045 9707 17
7046 7398 9
7046 7756 16
7046 7441 3
7047 7340 14
7048 9919 19
7048 9726 8
7049 9099 14
7050 9549 4
7051 8569 16
7052 9092 11
7053 8505 13
7054 8228 18
7055 9870 6
7055 8621 13
7055 9782 18
7055 7288 3
7056 9463 9
7057 8474 4
7057 9974 12
7057 7778 11
7058 8061 1
7058 8041 3
7059 8321 10
7059 9337 11
7059 9864 15
7060 7704 1
7060 7379 1
7061 7353 10
7062 8724 1
7062 7292 4
7062 8518 16
7063 9682 7
7063 8084 8
7063 8560 15
7065 7934 11
7065 8256 19
7065 8183 3
7066 7259 4
7067 8151 6
7069 9887 17
7069 8367 14
7071 8615 3
7071 8605 8
7071 9156 4
7071 9456 17
7072 7573 17
7072 9832 7
7073 8228 20
7074 8478 11
7074 8905 11
7075 9526 15
7077 7863 2
7077 7353 3
7077 7985 14
7078 9879 1
7079 7501 4
7079 9658 14
7079 8490 3
7081 7730 20
7081 7089 20
7082 8081 12
7082 8132 19
7085 7630 10
7085 8009 6
7085 8925 12
7085 9787 8
7086 7660 11
7086 9693 5
7086 8725 12
7086 7408 8
7088 7512 15
7088 9507 1
7088 7308 20
7089 7707 10
7090 9553 5
7090 8218 1
7091 9586 13
7091 7128 12
7091 9553 20
7092 7256 19
7093 7355 19
7093 8281 11
7095 8219 9
7096 9402 9
7096 9801 1
7096 7886 18
7097 8513 1
7098 9672 19
7098 8981 19
7100 7987 11
7101 7309 18
7101 8846 20
7101 9349 5
7102 8725 17
7102 8704 5
7103 8201 4
7103 8750 11
7104 8475 10
7105 7932 19
7105 8783 14
7105 9130 7
7105 9313 1
7106 8728 17
7106 9684 8
7106 7282 20
7107 9722 16
7108 8449 16
7109 8189 5
7109 9592 11
7109 9564 4
7110 7558 18
7110 7713 17
7111 8659 8
7112 9818 7
7112 7887 18
7113 9950 19
7113 8087 11
7114 9836 8
7114 7554 10
7116 7753 19
7117 7141 3
7118 9992 2
7119 9774 6
7119 7576 13
7119 7267 8
7119 8704 20
7120 9155 18
7121 8309 14
7121 9191 10
7121 9648 19
7122 8690 8
7122 8077 12
7123 7474 10
7125 7454 9
7125 9121 19
7126 8576 20
7126 9436 16
7126 7272 1
7126 9428 15
7126 9864 11
7127 8311 11
7128 9259 10
7128 8286 12
7128 9880 7
7128 8641 18
7129 7433 18
7129 7544 6
7129 7613 5
7130 8810 8
7130 8931 9
7130 9496 1
7130 8056 19
7130 7499 4
7130 7345 15
7130 9975 2
7130 9640 17
7131 8133 19
7132 9293 11
7132 9227 16
7132 7890 10
7132 9793 7
7133 9834 17
7133 8299 5
7134 8903 14
7134 8119 16
7134 7193 17
7134 7835 5
7135 8950 18
7136 9707 6
7136 7615 15
7136 7511 12
7137 9285 19
7138 9648 17
7138 7368 15
7138 7473 13
7139 9602 17
7139 7748 2
7139 9879 15
7140 7956 19
7140 8407 18
7140 8094 3
7140 7507 2
7140 8244 12
7141 8056 4
7141 8313 8
7142 8526 4
7144 7833 10
7144 9266 14
7144 8399 19
7145 9172 6
7145 7493 19
7145 7805 20
7145 9193 8
7146 9065 7
7146 9683 17
7146 9787 13
7146 7406 7
7146 7248 9
7147 7345 12
7148 8043 17
7149 9932 16
7149 7589 6
7150 9816 8
7151 8287 13
7153 8117 8
7154 8584 13
7154 7510 5
7154 7656 17
7155 9139 11
7156 8725 17
7156 7709 10
7156 7480 19
7157 9983 18
7158 9224 3
7159 9206 4
7159 7823 9
7159 8479 12
7159 8154 16
7159 7358 12
7160 8353 17
7160 8993 15
7160 7688 8
7161 9184 18
7161 9843 14
7161 8218 18
7163 7805 17
7166 8545 1
7168 7951 12
7168 8046 2
7169 9818 15
7169 7647 10
7170 8669 11
7170 8809 4
7170 9308 4
7170 9172 11
7171 7622 6
7171 9059 10
7173 9440 15
7174 8145 3
7174 9405 17
7174 7378 15
7174 8008 3
7175 9936 1
7177 8479 2
7177 8563 1
7177 8128 7
7177 7811 1
7178 9321 2
7178 8484 8
7179 8900 11
7179 9954 5
7181 8286 16
7182 9321 11
7182 8665 4
7184 9829 15
7184 7877 6
7185 7198 17
7185 7320 13
7185 8955 8
7187 7372 5
7188 9237 9
7189 9539 20
7189 9271 10
7189 8636 18
7191 7973 16
7191 8159 17
7191 8114 8
7192 8831 14
7192 7614 2
7193 7474 2
7193 8559 5
7194 8214 20
7195 8824 17
7195 7309 10
7195 7624 12
7195 9728 12
7195 9920 18
7197 8027 6
7197 8798 17
7197 9730 3
7197 7947 10
7199 8586 13
7202 8729 4
7202 9205 15
7202 9665 6
7203 8383 16
7203 8642 1
7206 8943 3
7207 8695 18
7208 7486 19
7208 7289 4
7208 8557 7
7209 8381 17
7209 7914 18
7209 9372 16
7209 7533 5
7210 8020 4
7210 9734 16
7211 8952 5
7212 7548 18
7212 9634 8
7213 7434 13
7213 7271 1
7214 8302 14
7214 9356 20
7214 9003 13
7214 9235 14
7216 8840 18
7216 8520 17
7217 7538 9
7218 9345 9
7218 7978 18
7218 8905 16
7219 8114 19
7219 8911 10
7219 7549 20
7220 8795 8
7220 7255 3
7220 8773 15
7222 9573 7
7222 8510 7
7223 9117 5
7224 9582 5
7224 8729 1
7224 9900 14
7225 8525 6
7226 7356 9
7228 7271 18
7230 8377 1
7231 8951 15
7231 7608 6
7231 8730 15
7233 9471 10
7233 7549 7
7234 9952 11
7234 7418 17
7235 9183 12
7235 7948 13
7235 9108 19
7236 8380 7
7237 7648 5
7238 7244 17
7239 9038 16
